Row ID,Order ID,Order Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,State,Sales per Unit,Discount _Flag,Leakage_Flag
7835,CA-2015-106257,13.04.2015,Furniture,Tables,241.57,2,0.2,-15.10,California,120.784,Normal,Revenue Leakage
8929,US-2015-168704,13.04.2015,Furniture,Tables,609.98,4,0.3,-113.28,Texas,152.495,Normal,Revenue Leakage
8930,US-2015-168704,13.04.2015,Furniture,Tables,211.37,2,0.3,-45.29,Texas,105.686,Normal,Revenue Leakage
1063,CA-2015-161263,16.04.2015,Office Supplies,Fasteners,10.42,7,0.2,-2.21,Ohio,1.488,Normal,Revenue Leakage
1065,CA-2015-161263,16.04.2015,Technology,Phones,118.78,3,0.4,-27.72,Ohio,39.594,High Discount,Revenue Leakage
1067,CA-2015-161263,16.04.2015,Office Supplies,Binders,55.47,5,0.7,-46.23,Ohio,11.094,High Discount,Revenue Leakage
6202,CA-2015-146675,16.04.2015,Technology,Accessories,43.56,3,0.2,-4.90,Illinois,14.52,Normal,Revenue Leakage
9300,US-2015-163433,18.04.2015,Office Supplies,Binders,4.31,2,0.8,-6.90,Texas,2.156,High Discount,Revenue Leakage
9301,US-2015-163433,18.04.2015,Furniture,Chairs,56.69,1,0.3,-20.25,Texas,56.686,Normal,Revenue Leakage
9305,US-2015-163433,18.04.2015,Office Supplies,Binders,1.48,1,0.8,-2.29,Texas,1.476,High Discount,Revenue Leakage
6035,US-2015-155369,19.04.2015,Office Supplies,Appliances,19.57,2,0.8,-52.83,Texas,9.784,High Discount,Revenue Leakage
6036,US-2015-155369,19.04.2015,Office Supplies,Binders,310.39,4,0.8,-512.15,Texas,77.598,High Discount,Revenue Leakage
6948,CA-2015-130365,25.04.2015,Office Supplies,Storage,221.02,2,0.2,-55.26,Illinois,110.512,Normal,Revenue Leakage
6949,CA-2015-130365,25.04.2015,Furniture,Chairs,128.06,3,0.3,-23.78,Illinois,42.686,Normal,Revenue Leakage
73,US-2015-134026,26.04.2015,Furniture,Chairs,831.94,8,0.2,-114.39,Tennessee,103.992,Normal,Revenue Leakage
75,US-2015-134026,26.04.2015,Office Supplies,Storage,72.78,1,0.2,-18.20,Tennessee,72.784,Normal,Revenue Leakage
2899,US-2015-114839,26.04.2015,Furniture,Chairs,408.42,2,0.3,-5.83,Texas,204.211,Normal,Revenue Leakage
8207,CA-2015-122266,26.04.2015,Furniture,Tables,191.52,1,0.45,-76.61,Florida,191.5155,High Discount,Revenue Leakage
379,CA-2015-130792,28.04.2015,Office Supplies,Appliances,8.65,3,0.8,-20.33,Texas,2.884,High Discount,Revenue Leakage
381,CA-2015-130792,28.04.2015,Office Supplies,Binders,12.18,4,0.8,-18.87,Texas,3.044,High Discount,Revenue Leakage
67,US-2015-164175,30.04.2015,Furniture,Chairs,213.12,5,0.3,-15.22,Illinois,42.623,Normal,Revenue Leakage
3045,CA-2015-135174,30.04.2015,Technology,Phones,1022.97,5,0.4,-255.74,Ohio,204.594,High Discount,Revenue Leakage
4228,CA-2015-154970,01.05.2015,Furniture,Chairs,61.58,1,0.2,-6.93,Washington,61.584,Normal,Revenue Leakage
5087,CA-2015-109001,03.05.2015,Technology,Phones,466.16,7,0.4,-93.23,Pennsylvania,66.594,High Discount,Revenue Leakage
5088,CA-2015-109001,03.05.2015,Technology,Accessories,10.31,1,0.2,-1.29,Pennsylvania,10.312,Normal,Revenue Leakage
5089,CA-2015-109001,03.05.2015,Office Supplies,Binders,2.56,3,0.7,-1.79,Pennsylvania,0.852,High Discount,Revenue Leakage
5255,CA-2015-125185,03.05.2015,Furniture,Chairs,99.37,2,0.3,-7.10,Pennsylvania,49.686,Normal,Revenue Leakage
5256,CA-2015-125185,03.05.2015,Furniture,Furnishings,33.57,2,0.2,-5.45,Pennsylvania,16.784,Normal,Revenue Leakage
8250,CA-2015-140221,03.05.2015,Office Supplies,Binders,11.21,2,0.8,-16.82,Illinois,5.606,High Discount,Revenue Leakage
8251,CA-2015-140221,03.05.2015,Furniture,Furnishings,4.71,2,0.6,-1.88,Illinois,2.356,High Discount,Revenue Leakage
8252,CA-2015-140221,03.05.2015,Office Supplies,Appliances,180.98,5,0.8,-470.55,Illinois,36.196,High Discount,Revenue Leakage
119,US-2015-136476,04.05.2015,Office Supplies,Binders,157.79,1,0.7,-115.72,Tennessee,157.794,High Discount,Revenue Leakage
3906,CA-2015-167010,04.05.2015,Office Supplies,Binders,10.43,4,0.7,-6.95,Pennsylvania,2.607,High Discount,Revenue Leakage
3907,CA-2015-167010,04.05.2015,Furniture,Furnishings,547.14,4,0.2,-68.39,Pennsylvania,136.784,Normal,Revenue Leakage
3908,CA-2015-167010,04.05.2015,Technology,Phones,14.85,5,0.4,-3.22,Pennsylvania,2.97,High Discount,Revenue Leakage
3909,CA-2015-167010,04.05.2015,Technology,Phones,41.99,2,0.4,-9.80,Pennsylvania,20.994,High Discount,Revenue Leakage
3911,CA-2015-167010,04.05.2015,Furniture,Bookcases,352.45,5,0.5,-211.47,Pennsylvania,70.49,High Discount,Revenue Leakage
2636,CA-2015-116750,07.05.2015,Office Supplies,Binders,7.23,5,0.7,-5.78,North Carolina,1.446,High Discount,Revenue Leakage
4406,CA-2015-164336,07.05.2015,Office Supplies,Storage,38.98,3,0.2,-2.44,Pennsylvania,12.992,Normal,Revenue Leakage
5855,CA-2015-112214,08.05.2015,Office Supplies,Storage,33.49,7,0.2,-1.26,Texas,4.784,Normal,Revenue Leakage
5856,CA-2015-112214,08.05.2015,Office Supplies,Supplies,23.04,3,0.2,-4.90,Texas,7.68,Normal,Revenue Leakage
5857,CA-2015-112214,08.05.2015,Office Supplies,Binders,1.36,1,0.8,-2.18,Texas,1.362,High Discount,Revenue Leakage
5858,CA-2015-112214,08.05.2015,Furniture,Furnishings,14.76,5,0.6,-11.44,Texas,2.952,High Discount,Revenue Leakage
1761,CA-2015-130785,09.05.2015,Furniture,Bookcases,411.33,4,0.15,-4.84,California,102.833,Normal,Revenue Leakage
1763,CA-2015-130785,09.05.2015,Furniture,Bookcases,293.20,3,0.15,-20.70,California,97.733,Normal,Revenue Leakage
4488,CA-2015-162621,09.05.2015,Office Supplies,Binders,16.27,5,0.8,-25.22,Texas,3.254,High Discount,Revenue Leakage
4489,CA-2015-162621,09.05.2015,Office Supplies,Supplies,69.12,9,0.2,-14.69,Texas,7.68,Normal,Revenue Leakage
4490,CA-2015-162621,09.05.2015,Office Supplies,Binders,4.47,3,0.8,-7.82,Texas,1.49,High Discount,Revenue Leakage
5611,CA-2015-145828,10.05.2015,Technology,Accessories,53.04,3,0.2,-4.64,Ohio,17.68,Normal,Revenue Leakage
6226,CA-2015-133445,10.05.2015,Furniture,Bookcases,66.29,1,0.7,-103.86,Oregon,66.294,High Discount,Revenue Leakage
6227,CA-2015-133445,10.05.2015,Furniture,Chairs,291.17,4,0.2,-14.56,Oregon,72.792,Normal,Revenue Leakage
9076,US-2015-136259,11.05.2015,Office Supplies,Binders,7.22,3,0.7,-5.53,Ohio,2.406,High Discount,Revenue Leakage
4158,CA-2015-101091,12.05.2015,Office Supplies,Binders,26.06,6,0.7,-19.98,Pennsylvania,4.344,High Discount,Revenue Leakage
700,CA-2015-119291,14.05.2015,Office Supplies,Binders,18.59,2,0.7,-13.63,Pennsylvania,9.294,High Discount,Revenue Leakage
701,CA-2015-119291,14.05.2015,Office Supplies,Binders,4.90,3,0.7,-3.43,Pennsylvania,1.632,High Discount,Revenue Leakage
7406,CA-2015-100146,14.05.2015,Furniture,Chairs,97.57,2,0.2,-6.10,California,48.784,Normal,Revenue Leakage
8589,CA-2015-138492,15.05.2015,Office Supplies,Storage,51.97,2,0.2,-10.39,Pennsylvania,25.984,Normal,Revenue Leakage
4289,US-2015-117184,17.05.2015,Office Supplies,Binders,33.28,5,0.8,-49.92,Texas,6.656,High Discount,Revenue Leakage
6703,CA-2015-153535,20.05.2015,Office Supplies,Binders,6.41,4,0.7,-4.91,North Carolina,1.602,High Discount,Revenue Leakage
5248,US-2015-168914,21.05.2015,Office Supplies,Appliances,20.77,8,0.8,-52.96,Illinois,2.596,High Discount,Revenue Leakage
6920,CA-2015-102806,21.05.2015,Office Supplies,Binders,24.59,2,0.7,-18.03,Pennsylvania,12.294,High Discount,Revenue Leakage
3297,US-2015-110569,23.05.2015,Office Supplies,Binders,19.19,7,0.7,-12.80,Arizona,2.742,High Discount,Revenue Leakage
6899,US-2015-165512,24.05.2015,Furniture,Chairs,602.65,7,0.3,-163.58,Illinois,86.093,Normal,Revenue Leakage
6900,US-2015-165512,24.05.2015,Office Supplies,Binders,7.66,6,0.8,-13.02,Illinois,1.276,High Discount,Revenue Leakage
9576,CA-2015-143147,26.05.2015,Furniture,Chairs,105.69,1,0.3,-28.69,Texas,105.686,Normal,Revenue Leakage
9577,CA-2015-143147,26.05.2015,Technology,Machines,399.54,2,0.4,-79.91,Texas,199.77,High Discount,Revenue Leakage
9578,CA-2015-143147,26.05.2015,Furniture,Chairs,104.93,5,0.3,-4.50,Texas,20.986,Normal,Revenue Leakage
9371,CA-2015-111339,29.05.2015,Furniture,Furnishings,41.57,4,0.2,-4.16,Ohio,10.392,Normal,Revenue Leakage
9372,CA-2015-111339,29.05.2015,Furniture,Chairs,317.06,3,0.3,-86.06,Ohio,105.686,Normal,Revenue Leakage
9477,CA-2015-100818,31.05.2015,Furniture,Furnishings,51.56,2,0.6,-61.87,Illinois,25.78,High Discount,Revenue Leakage
9478,CA-2015-100818,31.05.2015,Office Supplies,Binders,3.56,3,0.8,-6.24,Illinois,1.188,High Discount,Revenue Leakage
7718,CA-2015-149636,01.06.2015,Office Supplies,Binders,1.94,2,0.7,-1.36,Colorado,0.969,High Discount,Revenue Leakage
8126,CA-2015-137064,02.06.2015,Office Supplies,Binders,2.93,3,0.8,-4.99,Texas,0.978,High Discount,Revenue Leakage
8128,CA-2015-137064,02.06.2015,Office Supplies,Storage,670.75,3,0.2,-125.77,Texas,223.584,Normal,Revenue Leakage
2527,CA-2015-124541,04.06.2015,Office Supplies,Binders,6.90,3,0.8,-12.08,Texas,2.3,High Discount,Revenue Leakage
2528,CA-2015-124541,04.06.2015,Office Supplies,Binders,9.65,6,0.8,-16.88,Texas,1.608,High Discount,Revenue Leakage
5164,CA-2015-161627,07.06.2015,Furniture,Chairs,170.35,3,0.2,-17.04,California,56.784,Normal,Revenue Leakage
9543,CA-2015-135251,08.06.2015,Office Supplies,Binders,6.23,5,0.8,-9.66,Texas,1.246,High Discount,Revenue Leakage
9545,CA-2015-135251,08.06.2015,Furniture,Bookcases,369.20,3,0.32,-114.02,Texas,123.0664,Normal,Revenue Leakage
6257,CA-2015-133977,09.06.2015,Office Supplies,Binders,3.44,1,0.7,-2.53,Florida,3.444,High Discount,Revenue Leakage
1008,CA-2015-105312,11.06.2015,Office Supplies,Binders,4.40,3,0.7,-3.52,Arizona,1.467,High Discount,Revenue Leakage
1285,US-2015-149692,12.06.2015,Office Supplies,Binders,2.77,7,0.8,-4.85,Texas,0.396,High Discount,Revenue Leakage
1525,CA-2015-144806,12.06.2015,Office Supplies,Storage,247.10,6,0.2,-58.69,Arizona,41.184,Normal,Revenue Leakage
2222,CA-2015-131884,12.06.2015,Technology,Phones,485.94,2,0.4,-89.09,Ohio,242.97,High Discount,Revenue Leakage
2224,CA-2015-131884,12.06.2015,Furniture,Chairs,70.69,1,0.3,-24.24,Ohio,70.686,Normal,Revenue Leakage
6841,CA-2015-166338,12.06.2015,Office Supplies,Binders,14.83,3,0.7,-10.38,Ohio,4.944,High Discount,Revenue Leakage
3882,CA-2015-129896,15.06.2015,Office Supplies,Storage,82.37,2,0.2,-19.56,Arizona,41.184,Normal,Revenue Leakage
3883,CA-2015-129896,15.06.2015,Furniture,Furnishings,364.70,6,0.2,-36.47,Arizona,60.784,Normal,Revenue Leakage
5815,US-2015-106495,15.06.2015,Technology,Accessories,11.67,1,0.2,-0.73,Florida,11.672,Normal,Revenue Leakage
3939,CA-2015-118955,16.06.2015,Furniture,Chairs,197.37,2,0.3,-25.38,Texas,98.686,Normal,Revenue Leakage
2040,CA-2015-122287,18.06.2015,Office Supplies,Binders,4.54,7,0.7,-3.33,Arizona,0.648,High Discount,Revenue Leakage
2041,CA-2015-122287,18.06.2015,Office Supplies,Binders,9.16,2,0.7,-6.10,Arizona,4.578,High Discount,Revenue Leakage
6730,CA-2015-156734,18.06.2015,Office Supplies,Binders,6.13,3,0.7,-4.49,Tennessee,2.043,High Discount,Revenue Leakage
5086,CA-2015-144302,19.06.2015,Office Supplies,Binders,5.79,2,0.8,-9.56,Texas,2.896,High Discount,Revenue Leakage
3520,CA-2015-124975,22.06.2015,Furniture,Tables,796.43,7,0.5,-525.64,Illinois,113.775,High Discount,Revenue Leakage
1869,CA-2015-127110,25.06.2015,Office Supplies,Storage,78.26,2,0.2,-17.61,Pennsylvania,39.128,Normal,Revenue Leakage
8034,CA-2015-119690,25.06.2015,Office Supplies,Binders,0.98,2,0.8,-1.48,Texas,0.492,High Discount,Revenue Leakage
8035,CA-2015-119690,25.06.2015,Furniture,Furnishings,75.38,9,0.6,-20.73,Texas,8.376,High Discount,Revenue Leakage
9093,CA-2015-162950,28.06.2015,Furniture,Bookcases,482.94,6,0.5,-376.69,Ohio,80.49,High Discount,Revenue Leakage
4821,CA-2015-140025,04.07.2015,Office Supplies,Appliances,463.25,8,0.8,-1181.28,Texas,57.906,High Discount,Revenue Leakage
2975,CA-2015-137512,05.07.2015,Furniture,Tables,244.01,2,0.3,-31.37,Texas,122.003,Normal,Revenue Leakage
8537,CA-2015-157343,06.07.2015,Office Supplies,Binders,18.31,4,0.7,-12.21,Pennsylvania,4.578,High Discount,Revenue Leakage
2806,CA-2015-122623,09.07.2015,Furniture,Chairs,47.52,2,0.3,-2.04,Texas,23.758,Normal,Revenue Leakage
4109,CA-2015-105599,09.07.2015,Furniture,Tables,27.41,3,0.4,-14.16,New York,9.138,High Discount,Revenue Leakage
5009,CA-2015-102876,09.07.2015,Office Supplies,Binders,9.52,1,0.7,-6.98,Pennsylvania,9.522,High Discount,Revenue Leakage
5010,CA-2015-102876,09.07.2015,Technology,Phones,791.96,6,0.4,-131.99,Pennsylvania,131.994,High Discount,Revenue Leakage
5011,CA-2015-102876,09.07.2015,Office Supplies,Binders,4.92,3,0.7,-3.94,Pennsylvania,1.641,High Discount,Revenue Leakage
8630,CA-2015-164084,09.07.2015,Furniture,Tables,481.18,2,0.4,-120.29,New York,240.588,High Discount,Revenue Leakage
6048,CA-2015-105571,11.07.2015,Office Supplies,Binders,16.15,9,0.7,-12.92,Florida,1.794,High Discount,Revenue Leakage
6049,CA-2015-105571,11.07.2015,Office Supplies,Binders,1345.49,5,0.7,-1031.54,Florida,269.097,High Discount,Revenue Leakage
9103,CA-2015-163181,11.07.2015,Office Supplies,Storage,84.78,2,0.2,-16.96,Texas,42.392,Normal,Revenue Leakage
9104,CA-2015-163181,11.07.2015,Furniture,Furnishings,64.96,5,0.6,-84.45,Texas,12.992,High Discount,Revenue Leakage
9105,CA-2015-163181,11.07.2015,Office Supplies,Binders,32.06,10,0.8,-51.30,Texas,3.206,High Discount,Revenue Leakage
9106,CA-2015-163181,11.07.2015,Office Supplies,Storage,177.65,2,0.2,-28.87,Texas,88.824,Normal,Revenue Leakage
1758,US-2015-107349,13.07.2015,Office Supplies,Binders,41.57,6,0.8,-66.51,Texas,6.928,High Discount,Revenue Leakage
7864,CA-2015-143364,14.07.2015,Office Supplies,Storage,272.74,3,0.2,-64.77,Arizona,90.912,Normal,Revenue Leakage
7867,CA-2015-143364,14.07.2015,Furniture,Bookcases,127.76,6,0.7,-191.65,Arizona,21.294,High Discount,Revenue Leakage
2540,CA-2015-113404,16.07.2015,Furniture,Chairs,1348.70,6,0.2,-219.16,California,224.784,Normal,Revenue Leakage
2778,CA-2015-138534,17.07.2015,Furniture,Bookcases,195.47,2,0.15,-13.80,California,97.733,Normal,Revenue Leakage
1451,US-2015-160150,19.07.2015,Office Supplies,Binders,2.03,1,0.7,-1.35,Arizona,2.025,High Discount,Revenue Leakage
4383,US-2015-122784,20.07.2015,Office Supplies,Binders,2.88,5,0.8,-4.46,Illinois,0.576,High Discount,Revenue Leakage
4384,US-2015-122784,20.07.2015,Furniture,Bookcases,384.94,4,0.3,-126.48,Illinois,96.236,Normal,Revenue Leakage
4386,US-2015-122784,20.07.2015,Furniture,Bookcases,913.43,5,0.3,-52.20,Illinois,182.686,Normal,Revenue Leakage
1070,US-2015-150161,25.07.2015,Office Supplies,Binders,25.18,4,0.7,-18.46,Pennsylvania,6.294,High Discount,Revenue Leakage
947,US-2015-140200,26.07.2015,Furniture,Tables,393.17,3,0.5,-204.45,Arizona,131.055,High Discount,Revenue Leakage
1003,CA-2015-124891,31.07.2015,Furniture,Tables,1090.78,7,0.4,-290.88,New York,155.826,High Discount,Revenue Leakage
763,CA-2015-114923,02.08.2015,Technology,Phones,107.98,3,0.4,-27.00,Ohio,35.994,High Discount,Revenue Leakage
7782,CA-2015-132136,03.08.2015,Office Supplies,Binders,8.57,3,0.8,-14.57,Illinois,2.856,High Discount,Revenue Leakage
9165,CA-2015-164007,06.08.2015,Office Supplies,Appliances,143.13,2,0.8,-393.60,Illinois,71.564,High Discount,Revenue Leakage
9817,CA-2015-162201,06.08.2015,Office Supplies,Storage,516.96,4,0.2,-6.46,Florida,129.24,Normal,Revenue Leakage
9822,CA-2015-162201,06.08.2015,Office Supplies,Binders,18.26,2,0.7,-13.39,Florida,9.132,High Discount,Revenue Leakage
8134,CA-2015-131352,10.08.2015,Furniture,Furnishings,72.78,3,0.6,-70.96,Texas,24.26,High Discount,Revenue Leakage
4569,CA-2015-111990,11.08.2015,Office Supplies,Binders,10.48,6,0.8,-17.29,Texas,1.746,High Discount,Revenue Leakage
8645,CA-2015-108259,11.08.2015,Office Supplies,Binders,39.88,7,0.7,-29.24,North Carolina,5.697,High Discount,Revenue Leakage
7971,US-2015-126753,16.08.2015,Technology,Phones,519.79,4,0.4,-112.62,Pennsylvania,129.948,High Discount,Revenue Leakage
7972,US-2015-126753,16.08.2015,Technology,Accessories,31.18,3,0.2,-5.46,Pennsylvania,10.392,Normal,Revenue Leakage
7974,US-2015-126753,16.08.2015,Office Supplies,Binders,2.72,2,0.7,-1.91,Pennsylvania,1.362,High Discount,Revenue Leakage
7976,US-2015-126753,16.08.2015,Office Supplies,Binders,3.76,3,0.7,-2.76,Pennsylvania,1.254,High Discount,Revenue Leakage
9220,US-2015-164238,16.08.2015,Furniture,Bookcases,301.47,3,0.5,-205.00,Pennsylvania,100.49,High Discount,Revenue Leakage
9433,CA-2015-119627,17.08.2015,Technology,Accessories,30.08,2,0.2,-5.26,Arizona,15.04,Normal,Revenue Leakage
9436,CA-2015-119627,17.08.2015,Technology,Accessories,252.80,4,0.2,-31.60,Arizona,63.2,Normal,Revenue Leakage
7008,CA-2015-154823,21.08.2015,Office Supplies,Binders,12.83,2,0.7,-8.98,Ohio,6.414,High Discount,Revenue Leakage
7009,CA-2015-154823,21.08.2015,Furniture,Chairs,598.46,3,0.3,-42.75,Ohio,199.486,Normal,Revenue Leakage
7010,CA-2015-154823,21.08.2015,Furniture,Furnishings,25.98,1,0.2,-3.90,Ohio,25.984,Normal,Revenue Leakage
9188,US-2015-130512,21.08.2015,Office Supplies,Supplies,3.49,2,0.2,-0.70,Pennsylvania,1.744,Normal,Revenue Leakage
9190,US-2015-130512,21.08.2015,Office Supplies,Storage,663.07,6,0.2,-165.77,Pennsylvania,110.512,Normal,Revenue Leakage
9191,US-2015-130512,21.08.2015,Office Supplies,Binders,99.59,2,0.7,-82.99,Pennsylvania,49.794,High Discount,Revenue Leakage
3097,CA-2015-114468,23.08.2015,Office Supplies,Appliances,5.77,2,0.8,-13.55,Illinois,2.884,High Discount,Revenue Leakage
661,CA-2015-146563,24.08.2015,Office Supplies,Storage,724.08,14,0.2,-135.77,Texas,51.72,Normal,Revenue Leakage
662,CA-2015-146563,24.08.2015,Furniture,Tables,918.79,5,0.3,-118.13,Texas,183.757,Normal,Revenue Leakage
663,CA-2015-146563,24.08.2015,Office Supplies,Binders,2.72,3,0.8,-4.22,Texas,0.908,High Discount,Revenue Leakage
3157,CA-2015-139584,24.08.2015,Furniture,Tables,284.36,2,0.4,-75.83,New York,142.182,High Discount,Revenue Leakage
6797,CA-2015-168809,25.08.2015,Furniture,Furnishings,20.10,2,0.6,-16.59,Texas,10.052,High Discount,Revenue Leakage
6798,CA-2015-168809,25.08.2015,Office Supplies,Binders,3.80,1,0.8,-6.08,Texas,3.798,High Discount,Revenue Leakage
6799,CA-2015-168809,25.08.2015,Furniture,Furnishings,7.88,5,0.6,-3.94,Texas,1.576,High Discount,Revenue Leakage
9431,CA-2015-166219,28.08.2015,Furniture,Tables,103.48,1,0.3,-16.26,Texas,103.481,Normal,Revenue Leakage
1844,CA-2015-135391,02.09.2015,Furniture,Furnishings,40.78,2,0.6,-30.59,Texas,20.392,High Discount,Revenue Leakage
704,CA-2015-142027,04.09.2015,Furniture,Tables,369.91,3,0.2,-13.87,California,123.304,Normal,Revenue Leakage
5835,CA-2015-101868,06.09.2015,Office Supplies,Binders,64.20,5,0.7,-42.80,Florida,12.84,High Discount,Revenue Leakage
5836,CA-2015-101868,06.09.2015,Office Supplies,Binders,38.52,3,0.7,-26.96,Florida,12.84,High Discount,Revenue Leakage
5837,CA-2015-101868,06.09.2015,Technology,Accessories,72.60,5,0.2,-8.17,Florida,14.52,Normal,Revenue Leakage
4276,CA-2015-123456,07.09.2015,Office Supplies,Appliances,48.63,2,0.8,-121.58,Texas,24.316,High Discount,Revenue Leakage
1581,CA-2015-131338,08.09.2015,Furniture,Tables,382.81,9,0.4,-153.12,New York,42.534,High Discount,Revenue Leakage
7312,CA-2015-162761,10.09.2015,Office Supplies,Binders,1.87,2,0.7,-1.31,Florida,0.936,High Discount,Revenue Leakage
7313,CA-2015-162761,10.09.2015,Office Supplies,Binders,11.21,2,0.7,-8.60,Florida,5.607,High Discount,Revenue Leakage
6353,US-2015-161347,13.09.2015,Office Supplies,Binders,2.41,1,0.7,-2.01,Pennsylvania,2.412,High Discount,Revenue Leakage
8187,CA-2015-136728,13.09.2015,Furniture,Chairs,170.07,4,0.3,-12.15,Illinois,42.518,Normal,Revenue Leakage
8264,CA-2015-138457,13.09.2015,Office Supplies,Binders,13.09,4,0.7,-10.04,North Carolina,3.273,High Discount,Revenue Leakage
1815,CA-2015-131597,14.09.2015,Furniture,Tables,170.14,3,0.2,-8.51,California,56.712,Normal,Revenue Leakage
1197,US-2015-130519,15.09.2015,Furniture,Furnishings,55.97,1,0.2,-2.10,Florida,55.968,Normal,Revenue Leakage
7471,CA-2015-100734,15.09.2015,Office Supplies,Binders,3.58,4,0.7,-2.86,Pennsylvania,0.894,High Discount,Revenue Leakage
7472,CA-2015-100734,15.09.2015,Office Supplies,Storage,147.18,2,0.2,-29.44,Pennsylvania,73.592,Normal,Revenue Leakage
28,US-2015-150630,17.09.2015,Furniture,Bookcases,3083.43,7,0.5,-1665.05,Pennsylvania,440.49,High Discount,Revenue Leakage
29,US-2015-150630,17.09.2015,Office Supplies,Binders,9.62,2,0.7,-7.05,Pennsylvania,4.809,High Discount,Revenue Leakage
33,US-2015-150630,17.09.2015,Office Supplies,Binders,6.86,6,0.7,-5.72,Pennsylvania,1.143,High Discount,Revenue Leakage
1675,CA-2015-143077,17.09.2015,Furniture,Furnishings,21.94,2,0.6,-10.42,Texas,10.968,High Discount,Revenue Leakage
1676,CA-2015-143077,17.09.2015,Office Supplies,Binders,6.59,3,0.8,-10.21,Texas,2.196,High Discount,Revenue Leakage
3016,US-2015-138919,17.09.2015,Furniture,Tables,344.22,2,0.4,-103.27,New York,172.11,High Discount,Revenue Leakage
5919,US-2015-126977,17.09.2015,Furniture,Bookcases,2003.92,5,0.2,-25.05,New York,400.784,Normal,Revenue Leakage
8209,CA-2015-141565,20.09.2015,Office Supplies,Binders,1369.76,6,0.7,-913.18,Tennessee,228.294,High Discount,Revenue Leakage
8210,CA-2015-141565,20.09.2015,Office Supplies,Storage,294.37,4,0.2,-58.87,Tennessee,73.592,Normal,Revenue Leakage
9146,CA-2015-126970,20.09.2015,Office Supplies,Binders,2.81,3,0.8,-4.49,Illinois,0.936,High Discount,Revenue Leakage
1419,CA-2015-126697,21.09.2015,Furniture,Furnishings,4.93,4,0.6,-1.48,Texas,1.232,High Discount,Revenue Leakage
7804,CA-2015-102260,22.09.2015,Office Supplies,Storage,720.06,4,0.2,-63.01,Tennessee,180.016,Normal,Revenue Leakage
7805,CA-2015-102260,22.09.2015,Office Supplies,Storage,25.42,1,0.2,-4.77,Tennessee,25.424,Normal,Revenue Leakage
7807,CA-2015-102260,22.09.2015,Office Supplies,Binders,3.20,2,0.7,-2.56,Tennessee,1.602,High Discount,Revenue Leakage
8855,US-2015-115343,22.09.2015,Technology,Accessories,617.98,3,0.2,-7.72,Pennsylvania,205.992,Normal,Revenue Leakage
9570,CA-2015-113131,24.09.2015,Office Supplies,Binders,6.73,6,0.7,-4.49,Ohio,1.122,High Discount,Revenue Leakage
7837,CA-2015-149083,25.09.2015,Furniture,Chairs,307.14,4,0.2,-11.52,Washington,76.784,Normal,Revenue Leakage
8214,CA-2015-120845,25.09.2015,Office Supplies,Binders,6.34,4,0.7,-4.65,Tennessee,1.584,High Discount,Revenue Leakage
8216,CA-2015-120845,25.09.2015,Office Supplies,Binders,2.47,1,0.7,-1.81,Tennessee,2.469,High Discount,Revenue Leakage
8217,CA-2015-120845,25.09.2015,Office Supplies,Binders,3.26,2,0.7,-2.28,Tennessee,1.632,High Discount,Revenue Leakage
9437,CA-2015-160787,25.09.2015,Office Supplies,Binders,2.95,2,0.7,-2.06,Pennsylvania,1.473,High Discount,Revenue Leakage
281,US-2015-161991,26.09.2015,Office Supplies,Binders,2.08,5,0.8,-3.43,Texas,0.416,High Discount,Revenue Leakage
1421,CA-2015-124800,26.09.2015,Office Supplies,Binders,72.59,2,0.7,-48.39,Arizona,36.294,High Discount,Revenue Leakage
1423,CA-2015-124800,26.09.2015,Office Supplies,Binders,77.03,9,0.7,-59.06,Arizona,8.559,High Discount,Revenue Leakage
1424,CA-2015-124800,26.09.2015,Office Supplies,Storage,119.90,6,0.2,-1.50,Arizona,19.984,Normal,Revenue Leakage
1426,CA-2015-124800,26.09.2015,Office Supplies,Storage,363.65,4,0.2,-86.37,Arizona,90.912,Normal,Revenue Leakage
1649,CA-2015-120341,26.09.2015,Office Supplies,Binders,121.10,6,0.7,-100.92,Pennsylvania,20.184,High Discount,Revenue Leakage
1650,CA-2015-120341,26.09.2015,Technology,Phones,45.89,1,0.4,-9.18,Pennsylvania,45.894,High Discount,Revenue Leakage
3436,US-2015-100531,27.09.2015,Office Supplies,Binders,15.08,2,0.8,-22.62,Illinois,7.54,High Discount,Revenue Leakage
3437,US-2015-100531,27.09.2015,Furniture,Furnishings,24.29,3,0.6,-12.75,Illinois,8.096,High Discount,Revenue Leakage
4934,CA-2015-106978,28.09.2015,Office Supplies,Binders,1.08,2,0.7,-0.79,Colorado,0.54,High Discount,Revenue Leakage
9455,CA-2015-129546,28.09.2015,Technology,Phones,36.78,2,0.2,-8.28,California,18.392,Normal,Revenue Leakage
1670,US-2015-157154,01.10.2015,Furniture,Tables,1018.10,4,0.4,-373.30,New York,254.526,High Discount,Revenue Leakage
988,CA-2015-146829,03.10.2015,Office Supplies,Binders,1.11,2,0.8,-1.89,Texas,0.556,High Discount,Revenue Leakage
8247,CA-2015-129217,05.10.2015,Office Supplies,Appliances,70.97,5,0.8,-191.62,Illinois,14.194,High Discount,Revenue Leakage
